"","assists_per_minuteReal","heightInteger","time_playedReal","ageInteger","points_per_minuteReal"
"1",0.089003590429779,200.877693475877,35.9380163630227,33.8310801548492,0.758341807382422
"2",0.133979597271132,197.88083798726,39.1943518655917,33.8101329798465,0.679152378225482
"3",0.129715001497384,197.884446619574,38.6820027875386,33.8140763496959,0.676923639312591
"4",0.199227879906498,190.943935393131,40.6003221932051,31.8569938516903,0.614828416049605
"5",0.147731628224715,195.913293762085,38.3056466632806,31.8652728513007,0.62854377229418
"6",0.0893142742037114,200.895957974244,34.0516936019546,31.8888238772056,0.629177731362362
"7",0.168782638724547,192.955348204973,36.1517222533198,31.8877592473441,0.588940731997937
"8",0.185315586823303,190.970281290666,36.7010233324919,31.8872838603407,0.583408380818256
"9",0.249409410359799,185.017927019457,38.3848750747262,30.907985692872,0.539357974439227
"10",0.0693980778699868,202.885306002483,33.4968747020793,30.9115438477034,0.624021540464711
"11",0.210605845443165,188.013168521124,35.0052899875477,30.928534029808,0.533908965703305
"12",0.123038374014281,197.91455182406,36.6036665130827,29.9192006386302,0.60435689468217
"13",0.2279245917674,185.05276257638,33.9093133464998,29.9650796392203,0.502854492599582
"14",0.182387445891759,190.985849408104,35.5681985377722,29.9405332558677,0.543015155879985
"15",0.194620064733822,190.969340370401,37.9510576776596,29.9219482144136,0.552250384707478
"16",0.149497305467189,192.98910758232,32.3989452119487,29.9613027715564,0.535459057092922
"17",0.136110455942212,195.942115684433,35.1827376871527,29.933752493073,0.562305014931227
"18",0.243761252492145,183.084612548163,31.799647334226,29.9850227234588,0.449167697287195
"19",0.138198299078208,193.016859835885,28.8887988461778,29.0108891324726,0.495578783374768
"20",0.137034614960935,195.943647929488,35.5617025545291,28.9530728910682,0.553418879999882
"21",0.210112044456177,188.019062398074,35.2792606536209,28.9705855666717,0.494412423643226
"22",0.161953942773248,191.029997226266,29.6156273513618,29.008992275436,0.478715660754134
"23",0.123095262566817,195.976104196296,31.3824344498694,28.0079724814132,0.514774539274768
"24",0.112545152590751,197.943318442071,33.4909790020167,27.9876738177523,0.54039880997938
"25",0.161375213862225,192.982105679088,34.5548486115191,27.9889345118009,0.512875723281141
"26",0.27265646160718,183.040294628533,39.4887709937669,27.9695638364902,0.469665860745082
"27",0.105265907929019,196.007007559038,26.80314766789,28.0434321638727,0.474177598950192
"28",0.191274692523943,188.053268115824,30.8427911865038,28.0272610643797,0.44804822179107
"29",0.0825134502605167,197.995604964316,25.780786704453,28.0475576091968,0.481769024157658
"30",0.302358054249775,178.112567942434,36.2544081309827,27.0265331568385,0.403907076297074
"31",0.242388429961788,185.045886545555,36.5508948318067,27.010789872787,0.447940535433773
"32",0.240928675553145,185.056521525747,34.9365601072714,27.0233853742271,0.4310766874802
"33",0.15452419661538,191.046072051396,28.4527989055085,27.0624364821152,0.443002563277006
"34",0.231577259433247,185.066115634948,33.5775302917488,27.0339744684034,0.42901137088542
"35",0.148897667821397,193.009251945743,31.122801306168,27.0377742200949,0.46839284866077
"36",0.242697469090994,185.046012042873,36.5212646009678,27.0109909532303,0.445473910578258
"37",0.109815986655444,196.002980749288,27.9593701813245,27.0565456119453,0.461077082026023
"38",0.0777335354972408,198.012706801637,24.4512705316151,26.1024138909107,0.445877469174448
"39",0.148794062780648,193.011908954229,31.3141531637741,26.0584297418614,0.451971398665265
"40",0.085870177734573,196.045458286427,22.3619360850921,26.1224875918079,0.420268941547548
"41",0.237723653215976,185.062582399504,35.2804088925147,25.0651770036202,0.412104782283351
"42",0.0718223596517007,198.026471485013,23.0383629125742,25.135717294389,0.426686244109661
"43",0.126878138120769,193.061033879174,24.6534997852563,25.132586691243,0.39095715907537
"44",0.0766666650709837,198.021417907533,23.7272031559867,25.1302206081096,0.420584936639572
"45",0.171112436697835,191.035064615389,31.7851037767504,24.1031420439036,0.413656969335208
"46",0.181593433971425,188.088263808507,28.0355745277085,24.137999624024,0.367677218225837
"47",0.134453805349362,191.095330010007,22.9427028884086,24.1719050188599,0.354552254535193
"48",0.111455656722096,193.095024168904,20.8524495942748,23.2066710102973,0.339613907999265
"49",0.221079596209488,185.102201673281,30.5726317518635,23.1460678673366,0.337476260446821
"50",0.227772122593119,185.089326407807,32.4628835814404,23.1313076190418,0.348656578409319
"51",0.147428724430351,191.078760266233,25.9104401776747,23.1708444555239,0.347428054493904
